Age,Gender,Income,Credit Score,Loan Amount,Years at Current Job,Debt-to-Income Ratio,Assets Value,Number of Dependents,Risk Rating
52,Non-binary,47603,665,49815,13,0.306554973,87571,0,Low
23,Female,44512,757,24839,17,0.459274035,102429,1,Low
57,Non-binary,115836,710,35166,18,0.283662551,,,Low
41,Non-binary,,709,,16,0.477699594,69258,4,High
60,Non-binary,75332,692,29869,14,0.178616656,,2,Low
38,Male,84928,777,6488,4,0.36591971,60418,1,Low
23,Female,35648,705,5496,1,0.474461211,211248,3,Low
66,Female,104347,,15522,10,0.386127276,46948,2,Low
38,Male,72182,624,34000,7,0.358447866,256579,1,Low
51,Non-binary,75919,786,34940,9,0.590658899,,1,Low
69,Male,23034,793,11923,1,0.397287993,255166,1,Low
46,Female,24409,721,45270,10,0.590358336,228689,2,High
57,Female,94356,661,45505,4,0.256760585,,4,Low
20,Male,68575,686,38653,0,0.171816902,216093,3,Medium
69,Male,30683,,27157,16,0.570848962,33574,4,Low
38,Female,,799,33363,19,0.337996625,288679,0,Medium
20,Female,48688,780,45080,4,0.206803876,85342,3,Low
41,Non-binary,,690,13359,4,0.358927254,74109,4,Low
62,Non-binary,102865,,27084,12,0.35587978,221554,1,Medium
58,Male,85430,681,20415,12,0.297712753,190710,3,Medium
38,Male,69107,741,46300,18,0.242896676,278805,,Low
21,Female,76967,,20860,12,0.348976776,210920,,Low
61,Male,,783,34443,13,0.271857447,51582,2,Medium
47,Male,68704,626,18672,16,0.123801334,233651,4,Low
52,Non-binary,42625,619,28194,3,0.109737662,98874,4,High
46,Male,61576,741,20853,4,0.103281937,,,Low
34,Female,58738,634,37272,10,0.380300805,190369,3,Medium
40,Female,88769,622,13320,15,0.42503826,111560,2,Medium
57,Non-binary,100565,604,31089,8,0.344962822,,3,Low
66,Non-binary,23512,761,5368,14,0.524115554,199402,0,Low
62,Male,102755,766,37035,17,0.271634679,177527,0,Low
58,Non-binary,,613,36480,9,0.333118924,,1,Low
65,Male,94102,660,41884,4,0.507813375,168309,0,Medium
20,Male,,747,16026,10,0.387739862,263476,2,Low
23,Male,35077,684,45861,11,0.574839432,270279,1,Low
42,Non-binary,101449,638,34278,15,0.457854675,218971,4,Medium
68,Non-binary,48774,638,11797,5,0.440934609,280685,3,Low
43,Male,82798,670,34385,3,0.192311664,,3,Low
21,Male,96497,643,42068,10,0.590840847,,4,Low
38,Female,84557,736,23495,13,0.488700404,119112,2,Low
68,Female,99232,,16905,6,0.219246638,190703,1,Low
67,Non-binary,95752,653,35243,16,0.123786509,85542,2,Low
51,Male,48475,618,,16,0.506622335,58640,3,Low
53,Non-binary,111071,659,15634,1,0.22478597,82934,2,Low
27,Male,115131,652,22735,4,0.41404368,299097,,Medium
69,Female,,708,9527,1,0.401975893,136699,4,Low
48,Male,25769,728,30657,3,0.596398259,136759,1,Low
52,Female,30621,713,30347,16,0.593713465,202960,,Low
59,Male,39332,761,8243,9,0.361678923,291571,1,Low
44,Male,69966,651,31592,6,0.339136462,62134,3,Low
22,Female,61230,661,17515,0,0.296293778,229799,1,Low
47,Male,84912,796,9930,4,0.248935705,51325,2,Medium
25,Male,103598,682,30151,6,0.223133162,107263,,Medium
52,Non-binary,62180,762,47971,16,0.573486636,214999,1,Medium
51,Male,118075,,16575,17,0.268680543,291028,2,Low
34,Male,96340,662,36668,18,0.166558987,,3,Medium
29,Female,104267,754,9531,5,0.534967646,192729,0,Medium
51,Male,90422,769,22219,11,0.460204903,147198,1,Medium
28,Male,105000,763,45284,15,0.391156425,276451,1,Medium
53,Female,78739,785,23419,4,0.144804066,,0,Low
63,Female,114583,749,8324,7,0.42778092,214885,3,Low
18,Male,28787,726,48484,4,0.196267171,73082,0,Medium
35,Male,40428,762,8651,4,0.154277589,115972,4,Medium
50,Non-binary,24096,704,23889,6,0.479724565,71600,1,Low
68,Male,90976,,38166,2,0.342333833,118210,0,High
69,Non-binary,100596,658,25983,12,0.45850218,221759,1,Low
21,Female,,655,21507,10,0.316929523,195386,3,Low
44,Non-binary,117583,701,,11,0.521394107,76025,,Low
41,Male,,727,26841,3,0.395291561,252496,0,High
49,Female,39984,657,16472,0,0.569556398,98187,4,Low
30,Male,86533,677,27479,13,0.30711625,126999,,Medium
68,Male,,746,34989,17,0.293347343,171196,0,Low
58,Female,,758,19539,15,0.510609722,44141,2,Medium
50,Non-binary,82453,701,12802,3,0.13549041,20374,0,High
18,Male,65798,757,40467,12,0.134947658,69521,2,Medium
46,Non-binary,48390,,47564,13,0.181082606,90209,0,Low
22,Non-binary,74235,692,27277,8,0.178234166,254998,1,Low
57,Male,107393,716,,13,0.43025931,126819,4,Medium
41,Male,79402,,30704,15,0.136644906,198387,2,Low
38,Non-binary,93480,733,49851,19,0.445803694,31189,0,Low
62,Female,30272,740,27423,7,0.491565382,93150,3,Medium
35,Non-binary,25079,633,,11,0.368752603,181441,3,Low
32,Non-binary,68640,757,39149,6,0.343252136,134970,2,Medium
32,Female,109834,,10822,2,0.146710049,159948,3,Low
34,Female,107189,668,13258,12,0.256740642,,1,Low
56,Male,56735,717,44137,2,0.384389958,171869,0,High
64,Non-binary,103634,644,32694,18,0.14109432,101682,4,Low
46,Male,63739,710,32254,15,0.519654839,87440,3,Low
20,Male,,783,35072,1,0.298676372,287094,2,Low
45,Non-binary,,,12900,5,0.338905154,188625,4,Low
33,Female,60376,612,16928,2,0.573443231,182076,1,Low
64,Female,99428,708,7806,18,0.416044367,83412,2,Medium
45,Male,55171,658,12669,5,0.223735408,63984,,Low
51,Male,54030,,26670,18,0.368467121,149360,,High
18,Male,54986,643,45149,2,0.456591266,278807,1,Low
30,Non-binary,81858,,,7,0.574442474,106649,0,Medium
37,Non-binary,38330,763,28925,4,0.266352545,150125,4,Low
21,Female,36447,619,24804,19,0.59460356,245890,0,Low
28,Non-binary,78528,665,,17,0.332234241,85772,1,Low
58,Non-binary,71434,747,5877,18,0.255513885,30394,1,Low
46,Non-binary,75744,631,40701,0,0.290618677,102832,4,Low
42,Male,,624,16017,3,0.313516896,174261,4,Low
42,Male,37830,677,30839,8,0.206517817,157713,0,Medium
18,Non-binary,20500,623,28188,6,0.286013007,195069,0,Low
56,Male,40875,737,28098,11,0.569185186,,0,Low
67,Non-binary,27649,754,38572,18,0.289924254,60915,4,Medium
22,Non-binary,90639,620,44101,16,0.45541256,297705,2,Medium
18,Female,,717,,14,0.383896931,25565,1,Low
42,Non-binary,98348,766,9290,16,0.382999687,150748,2,High
46,Female,81816,621,22736,1,0.493979144,,1,Medium
50,Male,29780,751,13692,1,0.187942447,222398,,Low
32,Female,26487,772,,16,0.546351951,,4,Medium
43,Non-binary,89131,629,8138,10,0.383770579,115995,0,High
62,Female,113792,,14186,14,0.474220747,280304,0,Medium
40,Male,,697,43641,14,0.504182139,43606,4,Low
64,Male,51852,614,42696,13,0.499764113,144438,,Medium
23,Male,78014,655,17727,17,0.206416346,69109,,Medium
54,Male,110253,676,21023,9,0.459834126,297512,4,Low
30,Male,50083,706,39686,14,0.221192707,209096,4,Medium
19,Non-binary,119539,787,29398,12,0.453636941,272660,2,Low
38,Female,113110,609,47964,6,0.22339339,135360,,High
57,Male,52322,665,49360,10,0.311998351,87211,0,Low
20,Female,97001,639,28038,0,0.184155512,221196,,Low
47,Male,101664,603,49634,7,0.474352599,172928,2,Medium
52,Female,36208,772,,6,0.541050712,261088,0,Low
68,Male,23372,711,47471,2,0.378185454,105431,,High
20,Male,,646,,7,0.128351884,228321,0,Low
26,Male,84823,638,10910,3,0.488066532,186680,0,Medium
19,Non-binary,27509,695,41472,12,0.244280494,202553,4,Medium
33,Non-binary,80746,755,41549,4,0.223657998,159574,0,Low
23,Male,,796,25836,8,0.170258765,,3,Low
41,Male,,642,23059,9,0.1442228,82619,1,Low
28,Non-binary,113812,746,30454,12,0.374031688,129584,1,Low
25,Male,23685,645,11305,8,0.249592597,153499,3,Low
48,Non-binary,79416,619,,2,0.484938071,84678,1,Medium
64,Male,69766,786,18225,0,0.460956148,266355,2,Low
66,Non-binary,70117,720,14641,15,0.295194592,,3,Low
19,Male,83878,677,22185,19,0.514185071,159423,2,Medium
42,Non-binary,110085,739,45168,3,0.260335889,69790,0,Low
57,Non-binary,85270,678,30572,8,0.337193268,238405,0,Medium
28,Male,56091,739,45130,16,0.532275617,176368,4,Medium
62,Male,48183,764,30923,19,0.358498815,271579,4,Low
46,Non-binary,41797,685,,12,0.261132931,102116,1,Low
33,Male,64688,710,21656,12,0.177692699,65176,,High
50,Male,20947,737,,15,0.557839347,190605,3,Low
33,Female,68063,792,16333,18,0.325038194,137463,4,Low
69,Female,,727,9275,12,0.400938895,250729,3,Low
64,Male,68865,652,10871,19,0.261822844,61829,4,Medium
48,Male,79051,710,7543,18,0.31796083,281996,4,Low
46,Non-binary,31252,,32861,3,0.363278912,272383,1,Medium
29,Male,63023,650,28457,3,0.595206088,212526,,Medium
69,Non-binary,,704,,2,0.132583452,298365,,Medium
52,Male,114079,641,42680,10,0.549502655,226391,2,Low
37,Non-binary,106512,689,46229,13,0.347129806,82012,0,Low
67,Male,110731,662,26339,13,0.334247868,74433,4,Medium
35,Male,96043,760,20191,0,0.521648779,27218,3,Medium
61,Non-binary,111818,782,46277,5,0.311257069,263264,4,Medium
20,Non-binary,105917,611,35627,12,0.477812492,87912,,Medium
25,Male,95604,,43701,9,0.193781334,,0,High
34,Male,34610,649,7137,17,0.463078276,,1,High
34,Female,,742,,19,0.52074477,64834,3,Low
26,Male,21982,,,11,0.131584193,266063,4,Low
67,Non-binary,28109,725,45290,19,0.10571139,271959,1,Low
30,Female,67198,788,40789,2,0.594691241,201682,3,Low
58,Male,98847,,13127,11,0.289264836,,2,High
49,Non-binary,57867,743,33678,15,0.334333289,63518,,Medium
47,Male,21780,732,,9,0.111213192,213185,4,Low
55,Female,,782,33919,5,0.36941338,134175,2,High
58,Female,100488,685,,12,0.148224753,76352,0,Low
33,Male,60912,629,11333,12,0.22720488,176881,3,Medium
49,Female,28915,619,10605,11,0.397557743,122499,2,Medium
51,Non-binary,27636,670,27624,3,0.410788025,148385,4,High
32,Non-binary,100227,707,21858,15,0.436988704,33999,1,Low
29,Female,31844,724,27715,1,0.475067063,92747,1,Low
43,Non-binary,53831,762,37475,10,0.365045742,96524,0,Medium
50,Male,58805,695,6411,15,0.525710019,87887,0,Low
27,Male,72906,765,,4,0.583736096,267310,1,Medium
45,Non-binary,113740,666,37601,2,0.345035026,95202,1,Low
49,Female,,614,,16,0.460559726,299355,1,Low
29,Female,,,25098,14,0.286074879,154252,4,Low
60,Female,,609,15939,9,0.143149362,162027,4,Low
27,Female,115906,773,21189,1,0.256244792,20806,1,Medium
65,Male,74017,779,8500,2,0.555880999,237616,2,Low
61,Non-binary,70907,655,47020,13,0.29239827,75841,4,Low
27,Non-binary,28195,712,42212,11,0.157621143,26200,3,Low
34,Male,42854,,,1,0.180528437,46375,4,Low
26,Male,80496,694,43575,8,0.412439154,,0,Low
19,Female,74933,711,14319,8,0.245086626,29044,4,Low
51,Female,21287,676,28354,16,0.204268816,50379,1,Medium
35,Female,41291,645,35429,8,0.324893017,66197,2,Low
32,Non-binary,112211,696,8500,4,0.395533756,109557,4,Low
54,Male,31357,659,14147,4,0.162903409,130225,4,Medium
42,Non-binary,62996,609,16708,1,0.428458258,132218,,High
51,Female,61970,776,6790,8,0.502901627,289906,,Medium
63,Non-binary,97237,636,46809,5,0.457260522,188607,4,Medium
32,Male,45822,,,9,0.229334816,186012,3,Low
36,Non-binary,,635,6462,14,0.316384756,161403,3,Low
46,Male,85094,798,,16,0.210065922,110545,4,Medium
55,Male,83960,622,36522,11,0.276785327,130539,0,Low
44,Male,25267,759,34310,16,0.408676317,116602,0,Low
30,Male,74380,,43852,9,0.286598424,144431,2,Low
52,Female,54354,698,40281,0,0.125879427,56243,,Low
28,Male,,642,46462,14,0.158485943,192118,4,Low
25,Female,77805,628,45270,6,0.251674618,28786,2,Low
20,Non-binary,70469,766,34621,6,0.500024197,207073,1,High
58,Female,32863,757,41300,1,0.395020925,72517,4,Medium
24,Female,52827,775,42631,15,0.183651707,27385,4,High
37,Non-binary,104738,625,28442,3,0.177998294,,0,Low
65,Female,53756,621,9973,17,0.190783758,140940,1,Medium
67,Non-binary,27159,724,15914,3,0.530320417,61181,,Low
24,Male,87501,658,,13,0.299832453,198903,4,Low
33,Non-binary,,620,40068,16,0.278917813,97749,4,Low
44,Non-binary,112477,684,9457,12,0.145370471,103709,0,High
46,Non-binary,91153,637,21825,5,0.183781387,177338,3,Low
46,Female,100336,753,15916,4,0.291747968,,2,Low
31,Male,98619,786,11766,5,0.139767463,58544,0,Medium
34,Non-binary,,763,30564,5,0.562803312,,3,High
62,Male,93398,647,,2,0.305979395,99915,4,Low
58,Female,102055,640,17556,4,0.370338119,57066,4,Low
65,Female,,778,22202,13,0.448308596,207297,4,Low
21,Male,40698,704,13616,10,0.181991686,103913,2,Medium
29,Female,90994,733,30575,3,0.248653435,176470,0,Low
57,Non-binary,102104,613,,16,0.261849016,216884,,Low
46,Male,35793,753,25804,11,0.231800168,180326,2,Medium
41,Female,92920,653,35642,12,0.542034419,227549,,Medium
20,Male,42769,658,39048,9,0.588521118,78194,,Low
24,Non-binary,,646,40308,5,0.531774168,36534,4,Low
40,Male,81599,716,20212,13,0.31351498,,3,Medium
62,Non-binary,,737,29816,16,0.313730916,248587,1,Low
28,Non-binary,55763,616,14617,9,0.300515601,96674,,Medium
54,Female,32089,650,44741,10,0.59402458,,0,Low
49,Non-binary,63908,732,17930,4,0.111304834,63054,2,Low
54,Female,24073,659,12338,18,0.44188052,42831,2,Low
56,Female,83825,,14072,15,0.267330378,297696,0,Low
54,Male,30306,703,,9,0.554709418,121819,1,Medium
26,Non-binary,102537,744,36614,2,0.115595425,110458,3,Medium
29,Male,62464,732,42258,9,0.193356599,51960,3,Medium
48,Non-binary,98604,,11352,1,0.258435194,174776,4,Low
34,Non-binary,107893,748,35977,5,0.599673796,233874,0,Medium
52,Female,55297,706,20336,9,0.49078338,221561,3,Low
32,Non-binary,,704,,1,0.47099555,66598,,Medium
34,Female,46378,,14688,2,0.371257472,68293,4,High
31,Male,73380,607,,9,0.50990867,,4,Medium
48,Male,50956,665,42987,11,0.469782516,297747,2,High
18,Female,74716,607,40179,17,0.586548484,63995,1,Medium
28,Female,106364,761,48271,12,0.414278071,126917,1,Medium
61,Male,52333,651,5063,2,0.186475925,219479,2,Low
38,Male,113709,613,48313,9,0.211384346,,0,Low
37,Female,76045,728,,15,0.471688512,,0,High
45,Non-binary,74610,620,,16,0.593184086,224614,2,Low
37,Female,81970,627,,5,0.124363278,27868,4,Medium
69,Non-binary,101397,782,5796,18,0.485978037,79903,1,Low
28,Male,97853,620,,0,0.175089956,197898,2,Low
36,Female,77142,,29311,3,0.34202538,253292,0,Medium
42,Female,98413,794,39904,12,0.566443697,,2,Low
51,Non-binary,,696,42633,19,0.272143591,223489,1,Low
52,Non-binary,114977,690,13387,8,0.423635701,22313,4,Low
22,Non-binary,,795,8349,6,0.190794408,298138,0,Medium
31,Female,27006,705,14243,2,0.222490058,124339,3,Medium
20,Male,96719,605,,10,0.273012135,162023,0,Low
55,Male,89392,657,6989,2,0.254181622,,1,Low
69,Male,35817,,,7,0.194806382,204349,1,Medium
62,Male,94712,717,14034,12,0.322856853,281997,2,High
19,Non-binary,73685,754,21016,18,0.289717136,,4,Medium
22,Male,115815,,5301,14,0.331564593,139912,4,Low
52,Female,68673,682,,0,0.118317421,92124,0,Low
50,Male,31440,606,35668,9,0.580877914,114033,3,Medium
21,Male,110365,745,,7,0.184611721,220072,3,Low
67,Non-binary,,,41077,18,0.460477071,,1,Low
69,Male,89683,600,47081,0,0.190780882,204105,4,High
50,Male,38361,670,29273,8,0.489201487,188908,2,Medium
21,Female,95224,,12605,12,0.410759467,94590,4,Medium
24,Female,25302,643,29887,2,0.183300353,139381,2,Low
20,Female,82995,674,35492,10,0.506292583,109148,3,Low
25,Non-binary,85488,683,5207,1,0.295374471,236854,2,Low
62,Female,103514,616,44715,5,0.586694713,52491,4,Low
29,Female,69167,672,15830,14,0.115758314,,,Low
54,Non-binary,,695,,10,0.221161276,105591,1,Medium
19,Female,,715,19750,13,0.414986532,105662,,Low
37,Non-binary,,681,19597,12,0.577038339,229954,1,Medium
59,Non-binary,,647,10853,2,0.393991042,241204,1,Low
45,Non-binary,62548,742,47007,14,0.115163596,210363,2,Low
25,Female,108260,721,32988,16,0.588293749,239363,0,Low
56,Non-binary,80217,798,22473,19,0.395406337,,4,Medium
49,Non-binary,108559,,45164,13,0.362278765,,3,Low
68,Male,107942,790,16254,7,0.196805842,282736,2,Medium
30,Non-binary,107818,774,12212,8,0.273426158,124441,2,Medium
48,Female,42820,626,23075,16,0.493436985,39627,3,Low
19,Female,33714,706,,10,0.462950534,272852,,Medium
54,Non-binary,30862,628,24843,13,0.387036018,127900,,Low
27,Male,97223,751,30090,15,0.424989661,80266,,Low
53,Male,37335,664,31726,14,0.195412678,87735,0,Low
68,Male,83232,729,37146,13,0.27725508,112573,4,Low
46,Male,59028,627,6806,6,0.353603467,39621,,Low
44,Female,77202,731,37968,1,0.143916073,288036,0,Medium
31,Non-binary,78770,770,,7,0.294122885,287888,1,Low
61,Female,31320,748,14762,5,0.202131102,142102,3,Medium
54,Female,41971,718,21620,16,0.509442258,21926,1,High
54,Non-binary,110450,621,47383,19,0.251323007,232036,,Low
19,Male,101596,769,22751,19,0.38282931,57709,4,Medium
38,Female,119152,656,14695,5,0.276641276,137629,0,Low
47,Female,84713,733,49788,15,0.345776692,120722,3,Medium
44,Non-binary,75810,714,29253,11,0.476275798,168604,2,Medium
55,Male,39798,746,31088,12,0.340542923,217624,0,Low
43,Non-binary,46015,767,29686,12,0.334731701,48608,1,Low
59,Non-binary,31351,626,16810,12,0.287430099,237587,3,Medium
68,Non-binary,64763,610,16474,3,0.274191871,204689,3,Low
23,Female,31440,649,8610,6,0.339682398,230457,2,Low
21,Female,54072,705,25706,0,0.223251505,238086,3,Low
23,Non-binary,77219,670,12264,16,0.444289498,213498,1,High
64,Female,,660,43513,8,0.366026426,157088,1,Low
62,Female,81429,642,15732,5,0.452564028,221531,2,Medium
33,Male,64200,,11427,19,0.455832733,199826,0,Low
27,Male,96637,642,17837,12,0.143286789,53324,4,Medium
39,Non-binary,37469,765,13408,16,0.446054599,272447,1,Low
20,Female,119248,,17839,12,0.388303675,,1,Low
27,Female,23729,680,,0,0.261926155,,3,Low
58,Non-binary,82909,780,9501,10,0.187261238,171100,,Medium
36,Non-binary,87762,615,23131,18,0.396398853,141271,1,Medium
55,Male,60888,,47095,9,0.13324027,,0,Low
47,Male,,710,14326,11,0.361472664,142020,4,Low
37,Male,58196,670,17813,4,0.191901873,167890,2,Low
62,Female,95051,716,28903,8,0.312882388,236589,,Low
31,Non-binary,47476,,,19,0.548780272,,4,Low
52,Non-binary,61274,782,25030,13,0.341781777,231295,1,High
44,Non-binary,94590,631,28255,10,0.296229442,267112,0,Low
54,Female,65778,712,8858,15,0.233910145,145487,,Low
58,Non-binary,45600,643,30491,14,0.417665594,41377,3,Low
26,Male,,631,37503,14,0.523763497,187172,,High
26,Female,23668,,25517,8,0.529869649,222403,1,High
47,Non-binary,78541,713,9412,5,0.242538834,172895,1,Low
27,Non-binary,23048,698,27894,10,0.438962708,35120,3,Low
63,Non-binary,41545,743,30233,15,0.485851861,76096,0,High
61,Non-binary,36643,648,42473,9,0.519747378,257763,2,High
59,Male,,,30917,10,0.406945763,,3,Medium
62,Non-binary,,657,7561,4,0.383992643,91389,3,Low
31,Non-binary,55109,674,33091,13,0.274822846,165768,0,Low
59,Non-binary,41652,,24088,1,0.157775891,230401,,Low
54,Female,67429,624,16059,2,0.334306655,129450,3,Low
61,Non-binary,68850,787,,0,0.306912778,224925,,Low
44,Male,94904,676,29749,11,0.561421031,144296,3,Low
32,Non-binary,93158,,30276,12,0.475881819,38743,2,Low
43,Male,42743,653,5633,6,0.396888277,150504,2,Medium
54,Male,87082,720,42945,8,0.488777096,,3,Medium
22,Non-binary,33423,715,36856,6,0.555369363,154147,3,Low
31,Male,30196,724,32727,4,0.419681337,250570,3,Low
67,Male,31352,725,32735,16,0.563065586,,4,Low
55,Female,71673,628,15170,5,0.325803486,145327,2,Low
34,Non-binary,32926,,18660,14,0.207524225,156836,4,Low
35,Male,22594,674,26707,15,0.227559768,238913,0,Medium
44,Female,101099,,11339,2,0.217883971,160612,,Low
66,Female,57487,731,28084,13,0.477251707,153122,2,Low
68,Female,99049,777,39184,0,0.445231549,55738,4,Low
50,Female,83830,742,28147,0,0.141930319,57148,3,Low
54,Non-binary,24271,776,11635,9,0.536716719,65680,1,Low
26,Male,69294,693,23527,18,0.260321007,,1,Low
41,Male,113375,747,28670,3,0.304563753,279725,0,Low
22,Non-binary,48725,619,23821,7,0.34706481,,2,Low
29,Female,118303,746,43849,16,0.582753776,29205,1,Low
48,Male,113899,609,,3,0.325644706,159513,2,Low
58,Female,58745,763,32177,0,0.503189295,,4,Low
68,Male,32891,604,40396,3,0.168812659,,1,High
30,Non-binary,87564,672,48532,13,0.536492073,,4,Medium
20,Female,96644,746,,19,0.398887086,280793,0,Medium
25,Male,114819,760,7366,14,0.433718232,63100,3,Low
68,Female,27066,694,34495,15,0.279248909,43190,3,Low
60,Non-binary,90874,,39224,16,0.383872871,225705,,High
23,Male,88201,666,,19,0.213770131,,2,High
40,Non-binary,32996,696,19758,3,0.103651001,,2,Low
